text_form	form	lemma	pos
და	და	და	I+Conj
მოდისტოს	მოდისტოს	მოდისტოს	N+Ant
დასუა	დასუა	დასუმა	V+Mas
პატრიაქად	პატრიაქად	პატრიარქი	N+Com
და	და	და	I+Conj
წარმოვიდა	წარმოვიდა	წარმოსლვა	V+Mas
აქაჲთვე	აქაჲთვე	აქა@ვე	I+Adv@I+Part
მეშჳდესა	მეშჳდესა	მეშჳდჱ	NUM+Ord
წელსა.	წელსა	წელი	N+Com
ვიდრე	ვიდრე	ვიდრე	I+Conj
მოსლვადმდე	მოსლვადმდე	მოსლვაჲ@მდე	N+Com@I+Prep
მისა	მისა	იგი	PRO+Dem
ტფილის[ს],	ტფილისს	ტფილისი	N+Top
სიონი	სიონი	სიონ	N+Top
გაეშორა	გაეშორა	განშორება	V+Mas
მკჳდრთა,	მკჳდრთა	მკჳდრი	V+Part
ხოლო	ხოლო	ხოლო	I+Conj
ჯუარისა	ჯუარისა	ჯუარი	N+Com
ეკლესიასა	ეკლესიასა	ეკლესიაჲ	N+Com
აკლდაღა.	აკლდაღა	კლება@ღა	V+Mas@I+Part
ამან	ამან	ესე	PRO+Dem
ერაკლე	ერაკლე	ერაკლე	N+Ant
ტფილის[ს]	ტფილისს	ტფილისი	N+Top
და	და	და	I+Conj
მცხეთას	მცხეთას	მცხეთა	N+Top
და	და	და	I+Conj
უჟარმას	უჟარმას	უჟარმაჲ	N+Top
გაავლინნა	გაავლინნა	განვლინება	V+Mas
ქადაგნი,	ქადაგნი	ქადაგი	N+Com
რაჲთა	რაჲთა	რაჲთა	I+Conj
ყოველნი	ყოველნი	ყოველი	A
ქრისტეანენი	ქრისტეანენი	ქრისტეანჱ	A
ეკლესიათა	ეკლესიათა	ეკლესიაჲ	N+Com
შინა	შინა	შინა	I+Prep
შემოკრბენ	შემოკრბენ	შემოკრება	V+Mas
და	და	და	I+Conj
ყოველნი	ყოველნი	ყოველი	A
მოგუნი,	მოგუნი	მოგჳ	N+Com
და	და	და	I+Conj
ცეცხლის	ცეცხლის	ცეცხლი	N+Com
მსახურნი,	მსახურნი	მსახური	V+Part
ანუ	ანუ	ანუ	I+Conj
მოჲნათლნენ	მოჲნათლნენ	მონათლება	V+Mas
ანუ	ანუ	ანუ	I+Conj
მოჲსრნენ.	მოჲსრნენ	მოსრვა	V+Mas
ხოლო	ხოლო	ხოლო	I+Conj
მათ	მათ	იგი	PRO+Dem
მონათლვაჲ	მონათლვაჲ	მონათლვაჲ	N+Com
არა	არა	არა	I+Part
ჲნებეს,	ჲნებეს	ნება	V+Mas
ზაკუვით	ზაკუვით	ზაკუვაჲ	N+Com
თანა	თანა	თანა	I+Prep
აღერივნეს	აღერივნეს	აღრევა	V+Mas
ქრისტეანეთა,	ქრისტეანეთა	ქრისტეანჱ	A
ვიდრემდის	ვიდრემდის	ვიდრემდის	I+Adv
ყოველთა	ყოველთა	ყოველი	A
ზედაცა	ზედაცა	ზედა@ცა	I+Prep@I+Part
წარჰმართა	წარჰმართა	წარმართება	V+Mas
მეფემან	მეფემან	მეფჱ	N+Com
მახჳლი.	მახჳლი	მახჳლი	A
და	და	და	I+Conj
ეკლესიათა	ეკლესიათა	ეკლესიაჲ	N+Com
შინა	შინა	შინა	I+Prep
მდინარენი	მდინარენი	მდინარჱ	V+Part
სისხლთანი	სისხლთანი	სისხლი	N+Com
დიოდეს.	დიოდეს	დენა	V+Mas
და	და	და	I+Conj
განწმიდნა	განწმიდნა	განწმედა	V+Mas
მეფემან	მეფემან	მეფჱ	N+Com
ერაკლე	ერაკლე	ერაკლე	N+Ant
რჩული	რჩული	რჩული	V+Part
ქრისტჱსი	ქრისტჱსი	ქრისტე	N+Ant
და	და	და	I+Conj
წარვიდა.	წარვიდა	წარსლვა	V+Mas
და	და	და	I+Conj
ერისთვობდა	ერისთვობდა	ერისთავობა	V+Mas
იგივე	იგივე	იგივე	PRO+Ind
დიდი	დიდი	დიდი	A
სტეფანოზ	სტეფანოზ	სტეფანოზ	N+Ant
და	და	და	I+Conj
კათალიკოზი	კათალიკოზი	კათალიკოზი	N+Com
ჲყო	ჲყო	ყოფა	V+Mas
ბართლომე	ბართლომე	ბართლომე	N+Ant
მეორჱ	მეორჱ	მეორჱ	NUM+Ord
იე.	იე	15th	NUMA+Car
და	და	და	I+Conj
შემდგომად	შემდგომად	შემდგომი	V+Part
ერისთვობდა	ერისთვობდა	ერისთავობა	V+Mas
ადარნერსე	ადარნერსე	ადარნერსე	N+Ant
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზევე	ზევე	ზე@ვე	I+Prep@I+Part
სამნი	სამნი	სამი	NUM+Car
კათალიკოზნი	კათალიკოზნი	კათალიკოზი	N+Com
ჲცვალნეს:	ჲცვალნეს	ცვალება	V+Mas
იოვანე	იოვანე	იოვანე	N+Ant
ივ,	ივ	16th	NUMA+Ord
ბაბილი	ბაბილი	ბაბილ	N+Ant
იზ,	იზ	17th	NUMA+Ord
თაბორ	თაბორ	თაბორ (ant)	N+Ant
იჱ.	იჱ	18th	NUMA+Ord
და	და	და	I+Conj
მისა	მისა	იგი	PRO+Dem
შემდგომად	შემდგომად	შემდგომი	V+Part
ერისთვობდა	ერისთვობდა	ერისთავობა	V+Mas
სტეფანოზ,	სტეფანოზ	სტეფანოზ	N+Ant
ძჱ	ძჱ	ძჱ	N+Com
მისი.	მისი	მისი	PRO+Pos3s
და	და	და	I+Conj
მან	მან	იგი	PRO+Dem
გაჲშორა	გაჲშორა	გარშორება	V+Mas
ჯუარისა	ჯუარისა	ჯუარი	N+Com
ეკლესიაჲ	ეკლესიაჲ	ეკლესიაჲ	N+Com
და	და	და	I+Conj
დადვა	დადვა	დადება	V+Mas
კრებაჲ	კრებაჲ	კრებაჲ	N+Com
ჯუარობისაჲ	ჯუარობისაჲ	ჯუარობაჲ	N+Com
ერთ	ერთ	ერთი	NUM+Car
თთუე.	თთუე	თთუჱ	N+Com
და	და	და	I+Conj
ტფილის[ს]	ტფილისს	ტფილისი	N+Top
დაჯდა	დაჯდა	დაჯდომა	V+Mas
სტეფანოზ	სტეფანოზ	სტეფანოზ	N+Ant
და	და	და	I+Conj
⁅და⁆	და	და	I+Conj
კათალიკოზი	კათალიკოზი	კათალიკოზი	N+Com
იყო	იყო	ყოფა	V+Mas
სამოელ	სამოელ	სამოელ	N+Ant
ით,	ით	19th	NUMA+Ord
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზევე	ზევე	ზე@ვე	I+Prep@I+Part
ევნონ	ევნონ	ევნონ	N+Ant
კ.	კ	20th	NUMA+Ord
და	და	და	I+Conj
ჰამბავი	ჰამბავი	ჰამბავი	N+Com
მოჴდა,	მოჴდა	მოჴდომა	V+Mas
ვითარმედ	ვითარმედ	ვითარმედ	I+Conj
ბაღდადი	ბაღდადი	ბაღდადი	N+Top
აგარეჲანთა	აგარეჲანთა	აგარეანი	A
დაჲპყრესო.	დაჲპყრესო	დაპყრობა@ო	V+Mas@I+Part
ამისთჳს	ამისთჳს	ესე@თჳს	PRO+Dem@I+Prep
ბერძენთა	ბერძენთა	ბერძენი	A
ქუეყანაჲ	ქუეყანაჲ	ქუეყანაჲ	N+Com
ესე	ესე	ესე	PRO+Dem
ჯორსა	ჯორსა	ჯორი	N+Com
აჰკიდეს	აჰკიდეს	აღკიდება	V+Mas
და	და	და	I+Conj
წარვიდეს	წარვიდეს	წარსლვა	V+Mas
საბერძნეთავე.	საბერძნეთავე	საბერძნეთი@ვე	N+Top@I+Part
და	და	და	I+Conj
მისა	მისა	იგი	PRO+Dem
შემდგომად	შემდგომად	შემდგომი	V+Part
ერისთვობდა	ერისთვობდა	ერისთავობა	V+Mas
გუარამ	გუარამ	გუარამ	N+Ant
კუროპალატი,	კუროპალატი	კუროპალატი	N+Com
და	და	და	I+Conj
გუარამ	გუარამ	გუარამ	N+Ant
ყრმაჲ,	ყრმაჲ	ყრმაჲ	N+Com
და	და	და	I+Conj
მერმე	მერმე	მერმე	I+Adv
არშუშა	არშუშა	არშუშა	N+Ant
კუროპალატი,	კუროპალატი	კუროპალატი	N+Com
და	და	და	I+Conj
მერმე	მერმე	მერმე	I+Adv
ვარაზ-ბაკურ,	ვარაზ-ბაკურ	ვარაზ-ბაკურ	N+Ant
აპაჲ	აპაჲ	აპა	N+Ant
პატრიკიოზი,	პატრიკიოზი	პატრიკიოსი	N+Com
რომელმან	რომელმან	რომელი (იგი)	PRO+Rel
გარბანელნი	გარბანელნი	გარბანელი	A
მოაქცივნა	მოაქცივნა	მოქცევა	V+Mas
და	და	და	I+Conj
ქრისტეანობაჲ	ქრისტეანობაჲ	ქრისტეანობაჲ	N+Com
ასწავა	ასწავა	სწავება	V+Mas
უნებლიაჲთ.	უნებლიაჲთ	უნებლიაჲთ	I+Adv
და	და	და	I+Conj
მერმე	მერმე	მერმე	I+Adv
ნერსე	ნერსე	ნერსე	N+Ant
დიდი	დიდი	დიდი	A
და	და	და	I+Conj
ძენი	ძენი	ძჱ	N+Com
მისნი:	მისნი	მისი	PRO+Pos3s
ფილიპე	ფილიპე	ფილიპე	N+Ant
და	და	და	I+Conj
სტეფანოზ	სტეფანოზ	სტეფანოზ	N+Ant
და	და	და	I+Conj
ადარნერსე;	ადარნერსე	ადარნერსე	N+Ant
და	და	და	I+Conj
გუარამ	გუარამ	გუარამ	N+Ant
დიდი	დიდი	დიდი	A
და	და	და	I+Conj
ბაკურიანი	ბაკურიანი	ბაკურიანი	N+Ant
და	და	და	I+Conj
ძჱ	ძჱ	ძჱ	N+Com
ბადადისი,	ბადადისი	ბადად	N+Ant
და	და	და	I+Conj
ძენი	ძენი	ძჱ	N+Com
ადარნერსჱსნი:	ადარნერსჱსნი	ადარნერსე	N+Ant
სტეფანოზ	სტეფანოზ	სტეფანოზ	N+Ant
და	და	და	I+Conj
აშოტ	აშოტ	აშოტ	N+Ant
და	და	და	I+Conj
გუარამ.	გუარამ	გუარამ	N+Ant
დიდ-დიდნი	დიდ-დიდნი	დიდდიდი	A
ერისთავნი	ერისთავნი	ერისთავი	N+Com
ესთენ	ესთენ	ესთენი	A
იყუნეს	იყუნეს	ყოფა	V+Mas
იჱ.	იჱ	18	NUMA+Car
ხოლო	ხოლო	ხოლო	I+Conj
კათალიკოზნი,	კათალიკოზნი	კათალიკოზი	N+Com
რომელნი	რომელნი	რომელი (იგი)	PRO+Rel
ევნუსითგან	ევნუსითგან	ევნუს	N+Ant
მოღმართ	მოღმართ	მოღმართ	I+Adv
იყუნეს:	იყუნეს	ყოფა	V+Mas
თავფაჩაგ:	თავფაჩაგ	თავფაჩაგ	N+Ant
კა:,	კა	21st	NUMA+Ord
ევლალი:	ევლალი	ევლალი	N+Ant
კბ:,	კბ	22d	NUMA+Ord
იოველ:	იოველ	იოველ	N+Ant
კგ:,	კგ	23rd	NUMA+Ord
სამოველ:	სამოველ	სამოველ	N+Ant
კდ:,	კდ	24th	NUMA+Ord
გიორგი:	გიორგი	გიორგი	N+Ant
კე:,	კე	25th	NUMA+Ord
კჳრიონ:	კჳრიონ	კჳრიონ	N+Ant
კვ:,	კვ	26th	NUMA+Ord
იზიდ-ბოზიდ:	იზიდ-ბოზიდ	იზიდ-ბოზიდ	N+Ant
კზ:,	კზ	27th	NUMA+Ord
თევდორე:	თევდორე	თევდორე	N+Ant
კჱ:,	კჱ	28th	NUMA+Ord
პეტრე:	პეტრე	პეტრე	N+Ant
კთ:.	კთ	29th	NUMA+Ord
ესე:	ესე	ესე	PRO+Dem
თნი:	თნი	9th	NUMA+Ord
ცოლოსანი	ცოლოსანი	ცოლოსანი	A
იყვნეს.	იყვნეს	ყოფა	V+Mas
კათალიკოზნი	კათალიკოზნი	კათალიკოზი	N+Com
იყვნეს	იყვნეს	ყოფა	V+Mas
მერმე	მერმე	მერმე	I+Adv
მამა:	მამა	მამაჲ	N+Com
ლ:,	ლ	30th	NUMA+Ord
იოვანე:	იოვანე	იოვანე	N+Ant
ლა:,	ლა	31st	NUMA+Ord
გრიგოლ:	გრიგოლ	გრიგოლ	N+Ant
ლბ:,	ლბ	32d	NUMA+Ord
კ⁅ლ⁆ლემენტოზ:	კლლემენტოზ	კლემენტოზ	N+Ant
ლგ:,	ლგ	33rd	NUMA+Ord
სარმეან:	სარმეან	სარმეან	N+Ant
ლდ:,	ლდ	34th	NUMA+Ord
თალელე:	თალელე	თალელე	N+Ant
ლე:,	ლე	35th	NUMA+Ord
სამოელ:	სამოელ	სამოელ	N+Ant
ლვ:,	ლვ	36th	NUMA+Ord
კჳრილე:	კჳრილე	კჳრილე	N+Ant
ლზ:,	ლზ	37th	NUMA+Ord
გრიგოლ:	გრიგოლ	გრიგოლ	N+Ant
ლჱ:,	ლჱ	38th	NUMA+Ord
სამოელ:	სამოელ	სამოელ	N+Ant
ლთ:,	ლთ	39th	NUMA+Ord
გიორგი:	გიორგი	გიორგი	N+Ant
მ:,	მ	40th	NUMA+Ord
გაბრიელ:	გაბრიელ	გაბრიელ	N+Ant
მა:,	მა	41st	NUMA+Ord
ილარიონ:	ილარიონ	ილარიონ	N+Ant
მბ:,	მბ	42nd	NUMA+Ord
არსენი	არსენი	არსენი	N+Ant
დიდი:	დიდი	დიდი	A
მგ:,	მგ	43rd	NUMA+Ord
ევსუქი,	ევსუქი	ევსუქი	N+Ant
რომელმან	რომელმან	რომელი (იგი)	PRO+Rel
გაა[ა]ხლა	გააახლა	განახლება	V+Mas
მცხეთაჲ:	მცხეთაჲ	მცხეთა	N+Top
მდ:,	მდ	44th	NUMA+Ord
ბასილი.	ბასილი	ბასილ	N+Ant
ხოლო	ხოლო	ხოლო	I+Conj
ამისა	ამისა	ესე	PRO+Dem
შემდგომად	შემდგომად	შემდგომი	V+Part
ვინცა	ვინცა	ვინ@ცა	PRO+Int@I+Part
შეიცვალებოდის	შეიცვალებოდის	შეცვალება	V+Mas
კათალიკოზთაგანი,	კათალიკოზთაგანი	კათალიკოზი@გან	N+Com@I+Prep
იწერებოდის.	იწერებოდის	წერა	V+Mas
[თავი:	თავი	თავი	N+Com
ბ:]	ბ	2	NUMA+Car
და	და	და	I+Conj
იყო,	იყო	ყოფა	V+Mas
ოდეს-იგი	ოდეს-იგი	ოდეს@იგი	I+Adv@PRO+Dem
აღასრულა	აღასრულა	აღსრულება	V+Mas
სრბაჲ	სრბაჲ	სრბაჲ	N+Com
თჳსი	თჳსი	თჳსი	PRO+Pos3s
სარწმუნოებასა	სარწმუნოებასა	სარწმუნოებაჲ	N+Com
ზედა	ზედა	ზედა	I+Prep
წმიდისა	წმიდისა	წმიდაჲ	A
სამებისასა	სამებისასა	სამებაჲ	N+Com
წმიდამან,	წმიდამან	წმიდაჲ	A
სანატრელმან	სანატრელმან	სანატრელი	V+Part
დედაკაცმან	დედაკაცმან	დედაკაცი	N+Com
ნინო,	ნინო	ნინო	N+Ant
რომელი	რომელი	რომელი (იგი)	PRO+Rel
გუექმნა	გუექმნა	ქმნა	V+Mas
მახარებელ	მახარებელ	მახარებელი	V+Part
გულთა	გულთა	გული	N+Com
ჩუენთა	ჩუენთა	ჩუენი	PRO+Pos1p
და	და	და	I+Conj
ემბაზ	ემბაზ	ემბაზი	N+Com
სულთა	სულთა	სული	N+Com
და	და	და	I+Conj
ჴორცთა	ჴორცთა	ჴორცი	N+Com
ჩუენთა.	ჩუენთა	ჩუენი	PRO+Pos1p
და	და	და	I+Conj
გუაუწყა	გუაუწყა	უწყება	V+Mas
ჩუენ	ჩუენ	ჩუენ	PRO+Per1p
მამაკაცებრ	მამაკაცებრ	მამაკაცი@ებრ	N+Com@I+Prep
ერთარსებაჲ	ერთარსებაჲ	ერთარსებაჲ	N+Com
წმიდისა	წმიდისა	წმიდაჲ	A
სამებისაჲ,	სამებისაჲ	სამებაჲ	N+Com
რომელი	რომელი	რომელი (იგი)	PRO+Rel
არა	არა	არა	I+Part
დააყენა	დააყენა	დაყენება	V+Mas
დედობრივმან	დედობრივმან	დედობრივი	A
ბუნებამან	ბუნებამან	ბუნებაჲ	N+Com
და	და	და	I+Conj
არცა	არცა	არცა	I+Part
უძრულოებამან	უძრულოებამან	უძრულოებაჲ	N+Com
ჴორცთამან	ჴორცთამან	ჴორცი	N+Com
დააბრკოლა	დააბრკოლა	დაბრკოლება	V+Mas
სლვად	სლვად	სლვაჲ	N+Com
გზათა	გზათა	გზაჲ	N+Com
მათ	მათ	იგი	PRO+Dem
ფიცხელთა,	ფიცხელთა	ფიცხელი	V+Part
და	და	და	I+Conj
არცა	არცა	არცა	I+Part
სიმრავლემან	სიმრავლემან	სიმრავლჱ	N+Com
წყალთამან,	წყალთამან	წყალი	N+Com
და	და	და	I+Conj
არცა	არცა	არცა	I+Part
უმეცრებამან	უმეცრებამან	უმეცრებაჲ	N+Com
ენისამან	ენისამან	ენაჲ	N+Com
და	და	და	I+Conj
უცხოთა	უცხოთა	უცხოჲ	A
მათ	მათ	იგი	PRO+Dem
ნათესავთა	ნათესავთა	ნათესავი	V+Part
აღრევამან,	აღრევამან	აღრევაჲ	N+Com
არამედ	არამედ	არამედ	I+Conj
ვითარცა	ვითარცა	ვითარცა	I+Conj
ვისმე	ვისმე	ვინმე	PRO+Ind
დედასა	დედასა	დედაჲ	N+Com
შვილთმოყუარესა	შვილთმოყუარესა	შვილმოყუარჱ	V+Part
წარჰპარა	წარჰპარა	წარპარვა	V+Mas
ვინმე	ვინმე	ვინმე	PRO+Ind
შვილი	შვილი	შვილი	N+Com
საყუარელი	საყუარელი	საყუარელი	V+Part
და	და	და	I+Conj
მრავალისამცა	მრავალისამცა	მრავალი@მცა	A@I+Part
ჟამისა	ჟამისა	ჟამი	N+Com
აუწყა	აუწყა	უწყება	V+Mas
ყოფაჲ	ყოფაჲ	ყოფაჲ	N+Com
მისი	მისი	მისი	PRO+Pos3s
შორსა	შორსა	შორი	A
ქუეყანასა,	ქუეყანასა	ქუეყანაჲ	N+Com
და	და	და	I+Conj
სიყუარულისა	სიყუარულისა	სიყუარული	N+Com
მისგან	მისგან	იგი@გან	PRO+Dem@I+Prep
აღიძრის	აღიძრის	აღძრვა	V+Mas
და	და	და	I+Conj
განმარტნის	განმარტნის	განმარტება	V+Mas
ვითარცა	ვითარცა	ვითარცა	I+Conj
ორბმან	ორბმან	ორბი	N+Com
ფრთენი	ფრთენი	ფრთაჲ	N+Com
თჳსნი,	თჳსნი	თჳსი	PRO+Pos3s
და	და	და	I+Conj
ბრალებით	ბრალებით	ბრალებაჲ	N+Com
რბინ	რბინ	რბენა	V+Mas
და	და	და	I+Conj
ეძიებნ	ეძიებნ	ძიება	V+Mas
და	და	და	I+Conj
ჰკითხავნ	ჰკითხავნ	კითხვა	V+Mas
ყოველთა	ყოველთა	ყოველი	A
მოგზაურთა	მოგზაურთა	მოგზაური	V+Part
გზასა	გზასა	გზაჲ	N+Com
მის	მის	იგი	PRO+Dem
ქალაქისასა,	ქალაქისასა	ქალაქი	N+Com
სადა-იგი	სადა-იგი	სად@იგი	I+Adv@PRO+Dem
უწყებულ	უწყებულ	უწყებული	V+Part
არნ	არნ	ყოფა	V+Mas
ყოფაჲ	ყოფაჲ	ყოფაჲ	N+Com
შვილისა	შვილისა	შვილი	N+Com
თჳსისაჲ,	თჳსისაჲ	თჳსი	PRO+Pos3s
ეგრჱთვე	ეგრჱთვე	ეგრჱთ@ვე	I+Adv@I+Part
წმიდაჲ	წმიდაჲ	წმიდაჲ	A
ესე	ესე	ესე	PRO+Dem
და	და	და	I+Conj
ნეტარი	ნეტარი	ნეტარი	A
დედაკაცი	დედაკაცი	დედაკაცი	N+Com
იკითხვიდა	იკითხვიდა	კითხვა	V+Mas
ქალაქსა	ქალაქსა	ქალაქი	N+Com
ამას	ამას	ესე	PRO+Dem
ჩუენსა	ჩუენსა	ჩუენი	PRO+Pos1p
და	და	და	I+Conj
ეძიებდა	ეძიებდა	ძიება	V+Mas
ჴსნასა	ჴსნასა	ჴსნაჲ	N+Com
სულთა	სულთა	სული	N+Com
ჩუენთასა.	ჩუენთასა	ჩუენი	PRO+Pos1p
ვითარ-იგი	ვითარ-იგი	ვითარ@იგი	I+Adv@PRO+Dem
განიშორა	განიშორა	განშორება	V+Mas
ერთი	ერთი	ერთი	NUM+Car
ესე	ესე	ესე	PRO+Dem
ქუეყანაჲ,	ქუეყანაჲ	ქუეყანაჲ	N+Com
სამეუფოჲ	სამეუფოჲ	სამეუფოჲ	A
ჩრდილო[ჲ]საჲ,	ჩრდილოჲსაჲ	ჩრდილოჲ	N+Com
მცხეთისაჲ,	მცხეთისაჲ	მცხეთა	N+Top
მეფეთა	მეფეთა	მეფჱ	N+Com
საჯდომელი,	საჯდომელი	საჯდომელი	V+Part
მოვიდა	მოვიდა	მოსლვა	V+Mas
დედაკაცი	დედაკაცი	დედაკაცი	N+Com
ესე	ესე	ესე	PRO+Dem
და	და	და	I+Conj
არწმუნა	არწმუნა	რწმუნება	V+Mas
ყოველთა	ყოველთა	ყოველი	A
აღსაარებად	აღსაარებად	აღსაარებაჲ	N+Com
მამაჲ,	მამაჲ	მამაჲ	N+Com
ძჱ	ძჱ	ძჱ	N+Com
და	და	და	I+Conj
სული	სული	სული	N+Com
წმიდაჲ,	წმიდაჲ	წმიდაჲ	A
ნათლისღებაჲ,	ნათლისღებაჲ	ნათლისღებაჲ	N+Com
და	და	და	I+Conj
სიკუდილი	სიკუდილი	სიკუდილი	N+Com
ქრისტჱსი	ქრისტჱსი	ქრისტე	N+Ant
და	და	და	I+Conj
აღდგომაჲ	აღდგომაჲ	აღდგომაჲ	N+Com
და	და	და	I+Conj
შემდგომად	შემდგომად	შემდგომი	V+Part
სიკუდილისა	სიკუდილისა	სიკუდილი	N+Com
უკუდავებაჲ	უკუდავებაჲ	უკუდავებაჲ	N+Com
და	და	და	I+Conj
ცხორებაჲ	ცხორებაჲ	ცხორებაჲ	N+Com
და	და	და	I+Conj
მეორედ	მეორედ	მეორჱ	NUM+Ord
მოსლვაჲ	მოსლვაჲ	მოსლვაჲ	N+Com
ძისა	ძისა	ძჱ	N+Com
ღმრთისაჲ	ღმრთისაჲ	ღმერთი	N+Com
ქუეყანად,	ქუეყანად	ქუეყანაჲ	N+Com
მართალთა	მართალთა	მართალი	A
ცხორებაჲ,	ცხორებაჲ	ცხორებაჲ	N+Com
და	და	და	I+Conj
ცოდვილთა	ცოდვილთა	ცოდვილი	V+Part
შურისგებაჲ,	შურისგებაჲ	შურისგებაჲ	N+Com
რამეთუ	რამეთუ	რამეთუ	I+Conj
მისი	მისი	მისი	PRO+Pos3s
არს	არს	ყოფა	V+Mas
სუფევაჲ	სუფევაჲ	სუფევაჲ	N+Com
უკუნითი	უკუნითი	საუკუნჱ	A
უკუნისამდე	უკუნისამდე	საუკუნჱ@მდე	A@I+Prep
და	და	და	I+Conj
მერმეცა.	მერმეცა	მერმე@ცა	I+Adv@I+Part
და	და	და	I+Conj
იყო,	იყო	ყოფა	V+Mas
მათვე	მათვე	იგივე	PRO+Ind
ჟამთა	ჟამთა	ჟამი	N+Com
შინა	შინა	შინა	I+Prep
მირიან	მირიან	მირიან	N+Ant
მეფისათა,	მეფისათა	მეფჱ	N+Com
რაჟამს	რაჟამს	რაჟამს	I+Adv
მოინათლა	მოინათლა	მონათლება	V+Mas
დედუფალი	დედუფალი	დედოფალი	N+Com
ესე	ესე	ესე	PRO+Dem
სუჯი	სუჯი	სუჯი	A
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
თანა	თანა	თანა	I+Prep
მთავარნი	მთავარნი	მთავარი	V+Part
მრავალნი	მრავალნი	მრავალი	A
ჴელსა	ჴელსა	ჴელი	N+Com
შინა	შინა	შინა	I+Prep
ნინოჲსსა	ნინოჲსსა	ნინო	N+Ant
ბოდს	ბოდს	ბოდ	N+Top
შინა,	შინა	შინა	I+Prep
აღიძრა	აღიძრა	აღძრვა	V+Mas
შურითა	შურითა	შური	N+Com
საღმრთოჲთა	საღმრთოჲთა	საღმრთოჲ	A
და	და	და	I+Conj
სურვილითა	სურვილითა	სურვილი (noun)	N+Com
წმიდისა	წმიდისა	წმიდაჲ	A
სიონისა	სიონისა	სიონ	N+Top
კათოლიკე	კათოლიკე	კათოლიკჱ	A
ეკლესიჲსაჲთა,	ეკლესიჲსაჲთა	ეკლესიაჲ	N+Com
რომელ-იგი	რომელ-იგი	რომელი (იგი)@იგი	PRO+Rel@PRO+Dem
წმიდისა	წმიდისა	წმიდაჲ	A
ნინოჲს	ნინოჲს	ნინო	N+Ant
მიერ	მიერ	მიერ	I+Prep
მოენიჭა	მოენიჭა	მონიჭება	V+Mas
სოფელსა	სოფელსა	სოფელი	N+Com
ცნობად	ცნობად	ცნობაჲ	N+Com
ნათელი	ნათელი	ნათელი	V+Part
ჭეშმარიტი,	ჭეშმარიტი	ჭეშმარიტი	A
სუჯი	სუჯი	სუჯი	A
იგი	იგი	იგი	PRO+Dem
დედუფალი	დედუფალი	დედოფალი	N+Com
წარმოემართა	წარმოემართა	წარმომარტება	V+Mas
ხილვად	ხილვად	ხილვაჲ	N+Com
და	და	და	I+Conj
თაყუანისცემად	თაყუანისცემად	თავყუანისცემაჲ	N+Com
წმიდისა	წმიდისა	წმიდაჲ	A
სიონისა	სიონისა	სიონ	N+Top
და	და	და	I+Conj
მახარებელისა	მახარებელისა	მახარებელი	V+Part
ნინოჲსა.	ნინოჲსა	ნინო	N+Ant
და	და	და	I+Conj
სლვასა	სლვასა	სლვაჲ	N+Com
მას	მას	იგი	PRO+Dem
მისსა	მისსა	მისი	PRO+Pos3s
შინა	შინა	შინა	I+Prep
იტყოდა	იტყოდა	იტყჳს	V+Mas
მოწლედ:	მოწლედ	მოწლჱ	V+Part
«ვითარ	ვითარ	ვითარ	I+Adv
მამათა	მამათა	მამაჲ	N+Com
ჩუენთაჲ	ჩუენთაჲ	ჩუენი	PRO+Pos1p
ვერ	ვერ	ვერ	I+Part
გულისჴმა-ეყო	გულისჴმა-ეყო	გულისჴმაყოფა	V+Mas
გზაჲ	გზაჲ	გზაჲ	N+Com
ესე	ესე	ესე	PRO+Dem
ჭეშმარიტებისაჲ,	ჭეშმარიტებისაჲ	ჭეშმარიტებაჲ	N+Com
რომელი-იგი	რომელი-იგი	რომელი (იგი)@იგი	PRO+Rel@PRO+Dem
გჳთხრიან	გჳთხრიან	თხრობა	V+Mas
ვაჭართა	ვაჭართა	ვაჭარი	N+Com
ჰრომთა	ჰრომთა	ჰრომი (adj)	A
და	და	და	I+Conj
ბერძენთა,	ბერძენთა	ბერძენი	A
ვითარმედ	ვითარმედ	ვითარმედ	I+Conj
ჩუენნი	ჩუენნი	ჩუენი	PRO+Pos1p
მეფენი	მეფენი	მეფჱ	N+Com
ესრე	ესრე	ესრჱთ	I+Adv
მეფობენ	მეფობენ	მეფობა	V+Mas
და	და	და	I+Conj
ესრჱთ	ესრჱთ	ესრჱთ	I+Adv
არიან	არიან	ყოფა	V+Mas
ეკლესიანი,	ეკლესიანი	ეკლესიაჲ	N+Com
ჯუარსა	ჯუარსა	ჯუარი	N+Com
თაყუანის-სცემენ,	თაყუანის-სცემენ	თავყუანისცემა	V+Mas
და	და	და	I+Conj
მე	მე	მე (ჩემ)	PRO+Per1s
მარადის	მარადის	მარადის	I+Adv
შევისუარებოდე	შევისუარებოდე	შესუარვა	V+Mas
ცრემლითა	ცრემლითა	ცრემლი	N+Com
ცხელითა,	ცხელითა	ცხელი	A
ვითარცა	ვითარცა	ვითარცა	I+Conj
სისხლითა.	სისხლითა	სისხლი	N+Com
ხოლო	ხოლო	ხოლო	I+Conj
აწ	აწ	აწ	I+Adv
თუალითა	თუალითა	თუალი	N+Com
ჩემითა	ჩემითა	ჩემი	PRO+Pos1s
ვიხილე	ვიხილე	ხილვა	V+Mas
