text_form	form	lemma	pos
τῶν	τῶν	ὁ	DET
τειχῶν	τειχῶν	τεῖχος	N+Com
στάσεως	στάσεως	στάσις	N+Com
διὰ	διά	διά	I+Prep
τῶν	τῶν	ὁ	DET
ἀφιεμένων	ἀφιεμένων	ἀφίημι	V
βελῶν	βελῶν	βέλος	N+Com
καὶ	καί	καί	I+Part
παντὶ	παντί	πᾶς	A
μηχανήματι	μηχανήματι	μηχάνημα	N+Com
πρὸς	πρός	πρός	I+Prep
τὸ	τό	ὁ	DET
κρατῆσαι	κρατῆσαι	κρατέω	V
κεχρῆσθαι	κεχρῆσθαι	χράομαι (–άω)	V
τῆς	τῆς	ὁ	DET
πόλεως.	πόλεως	πόλις	N+Com
Ὁ	ὁ	ὁ	DET
δὲ	δέ	δέ	I+Part
τούτων	τούτων	οὗτος	PRO+Dem
μὲν	μέν	μέν	I+Part
ἔδειξεν	ἔδειξεν	δείκνυμι	V
οὐδέν,	οὐδέν	οὐδείς	PRO+Ind
μικρὸν	μικρόν	μικρός	A
δ´	δ´	δέ	I+Part
ἡσυχάσας	ἡσυχάσας	ἡσυχάζω	V
καὶ	καί	καί	I+Part
τὴν	τήν	ὁ	DET
πόλιν	πόλιν	πόλις	N+Com
κύκλῳ	κύκλῳ	κύκλος	N+Com
περιβλεψάμενος,	περιβλεψάμενος	περιβλέπω	V
κήρυκας	κήρυκας	κῆρυξ	N+Com
καὶ	καί	καί	I+Part
αὖθις	αὖθις	αὖθις	I+Adv
ἐξέπεμψεν,	ἐξέπεμψεν	ἐκπέμπω	V
ἐλευθερίαν	ἐλευθερίαν	ἐλευθερία	N+Com
ἡμῖν	ἡμῖν	ἡμεῖς	PRO+Per1p
ὑπισχνούμενος	ὑπισχνούμενος	ὑπισχνέομαι	V
καὶ	καί	καί	I+Part
φιλοτιμίας	φιλοτιμίας	φιλοτιμία	N+Com
ἑτέρας,	ἑτέρας	ἕτερος	PRO+Ind
τοῖς	τοῖς	ὁ	DET
παρ´	παρ´	παρά	I+Prep
αὐτοῖς	αὐτοῖς	αὐτός	PRO+Dem
ταυτὶ	ταυτί	οὗτος	PRO+Dem
πιστούμενος	πιστούμενος	πιστόω	V
ὅρκοις,	ὅρκοις	ὅρκος	N+Com
εἰ	εἰ	εἰ	I+Conj
τὴν	τήν	ὁ	DET
πόλιν	πόλιν	πόλις	N+Com
προοίμεθα	προοίμεθα	προΐημι	V
τοῖς	τοῖς	ὁ	DET
τούτου	τούτου	οὗτος	PRO+Dem
λόγοις	λόγοις	λόγος	N+Com
πεισθέντες	πεισθέντες	πείθω	V
καὶ	καί	καί	I+Part
τἀναντία	τἀναντία	ὁ@ἐναντίος	DET@A
πάλιν	πάλιν	πάλιν	I+Adv
αὐτῶν	αὐτῶν	αὐτός	PRO+Dem
προσετίθει	προσετίθει	προστίθημι	V
καὶ	καί	καί	I+Part
χαλεπώτερα	χαλεπώτερα	χαλεπός	A
τούτων,	τούτων	οὗτος	PRO+Dem
εἰ	εἰ	εἰ	I+Conj
μὴ	μή	μή	I+Neg
καταπειθεῖς	καταπειθεῖς	καταπειθής	A
ἐν	ἐν	ἐν	I+Prep
τούτῳ	τούτῳ	οὗτος	PRO+Dem
γεν〈οίμεθα〉.	γενοίμεθα	γίγνομαι	V
[Ἀλλ´	ἀλλ´	ἀλλά	I+Part
ἐνταῦθα	ἐνταῦθα	ἐνταῦθα	I+Adv
μικρὸν	μικρόν	μικρός	A
ἐρήσομαι	ἐρήσομαι	εἴρομαι	V
τ〈οὺς〉	τούς	ὁ	DET
κατηγοροῦντας	κατηγοροῦντας	κατηγορέω	V
τοῦ	τοῦ	ὁ	DET
δεῖνος	δεῖνος	δεῖνα	N+Com
καὶ	καί	καί	I+Part
τῆς	τῆς	ὁ	DET
δεῖνος.	δεῖνος	δεῖνα	N+Com
Ποῦ	ποῦ	ποῦ	I+Adv
ποθ´	ποθ´	ποτέ	I+Adv
ὑμεῖς	ὑμεῖς	ὑμεῖς	PRO+Per2p
ἦτε,	ἦτε	εἰμί	V
ὅθ´	ὅθ´	ὅτε	I+Conj
ὁ	ὁ	ὁ	DET
Μουράτης	μουράτης	Μουράτης	N+Ant
τὰ	τά	ὁ	DET
τοιαῦτα	τοιαῦτα	τοιοῦτος	PRO+Dem
ὑπέσχετο;	ὑπέσχετο	ὑπισχνέομαι	V
Οὐκ	οὐκ	οὐ	I+Neg
ἐν	ἐν	ἐν	I+Prep
τῇ	τῇ	ὁ	DET
πόλει	πόλει	πόλις	N+Com
καὶ	καί	καί	I+Part
αὐτήκοοι	αὐτήκοοι	αὐτήκοος	A
τῶν	τῶν	ὁ	DET
κηρυττομένων;	κηρυττομένων	κηρύσσω	V
Πῶς	πῶς	πῶς	I+Adv
οὖν	οὖν	οὖν	I+Part
οὐκ	οὐκ	οὐ	I+Neg
ἐχρήσασθε	ἐχρήσασθε	χράομαι (–άω)	V
τῷ	τῷ	ὁ	DET
λογισμῷ;	λογισμῷ	λογισμός	N+Com
Πῶς,	πῶς	πῶς	I+Adv
ἃ	ἅ	ὅς ἥ ὅ	PRO+Rel
διενοεῖσθε,	διενοεῖσθε	διανοέομαι (–έω)	V
οὐκ	οὐκ	οὐ	I+Neg
εἰς	εἰς	εἰς	I+Prep
πέρας	πέρας	πέρας	N+Com
ἠγάγετε;	ἠγάγετε	ἄγω	V
Πῶς,	πῶς	πῶς	I+Adv
ἃ	ἅ	ὅς ἥ ὅ	PRO+Rel
τῶν	τῶν	ὁ	DET
ἄλλων	ἄλλων	ἄλλος	PRO+Ind
κατηγορεῖτε	κατηγορεῖτε	κατηγορέω	V
μὴ	μή	μή	I+Neg
πεπραχότων,	πεπραχότων	πράσσω	V
ὑμεῖς	ὑμεῖς	ὑμεῖς	PRO+Per2p
οὐκ	οὐκ	οὐ	I+Neg
ἐπράξατε	ἐπράξατε	πράσσω	V
καιροῦ	καιροῦ	καιρός	N+Com
καλοῦντος	καλοῦντος	καλέω	V
καὶ	καί	καί	I+Part
τῶν	τῶν	ὁ	DET
ἀπειργόντων	ἀπειργόντων	ἀπείργω	V
οὐκ	οὐκ	οὐ	I+Neg
ὄντων;	ὄντων	εἰμί	V
Τότε	τότε	τότε	I+Adv
γὰρ	γάρ	γάρ	I+Part
ποιμὴν	ποιμήν	ποιμήν	N+Com
οὐκ	οὐκ	οὐ	I+Neg
ἦν	ἦν	εἰμί	V
(μῆνας	μῆνας	μήν (μείς)	N+Com
γὰρ	γάρ	γάρ	I+Part
εἶχεν	εἶχεν	ἔχω	V
ἓξ	ἕξ	ἕξ	NUM+Car
γενόμενος	γενόμενος	γίγνομαι	V
ἐξ	ἐξ	ἐκ	I+Prep
ἀνθρώπων)	ἀνθρώπων	ἄνθρωπος	N+Com
οὐδὲ	οὐδέ	οὐδέ	I+Part
ἀραὶ	ἀραί	ἀρά	N+Com
οὐδ´	οὐδ´	οὐδέ	I+Part
ὅσ´	ὅσ´	ὅσος	PRO+Rel
ἕτερ´	ἕτερ´	ἕτερος	PRO+Ind
ἀπαριθμεῖτε.	ἀπαριθμεῖτε	ἀπαριθμέω	V
Τί	τί	τίς	PRO+Int
λοιπὸν	λοιπόν	λοιπός	A
τὸ	τό	ὁ	DET
κωλῦσαν	κωλῦσαν	κωλύω	V
ὑμᾶς	ὑμᾶς	ὑμεῖς	PRO+Per2p
ἦν;	ἦν	εἰμί	V
Ἢ	ἤ	ἤ (καί)	I+Part
τίνος	τίνος	τίς	PRO+Int
ἔργον,	ἔργον	ἔργον	N+Com
ὅσα	ὅσα	ὅσος	PRO+Rel
συμβέβηκεν;	συμβέβηκεν	συμβαίνω	V
Οὐδενός,	οὐδενός	οὐδείς	PRO+Ind
πᾶς	πᾶς	πᾶς	A
τις	τις	τις	PRO+Ind
ἂν	ἄν	ἄν	I+Part
εἴποι	εἴποι	λέγω	V
λογιζόμενος	λογιζόμενος	λογίζομαι	V
εὐσεβῶς,	εὐσεβῶς	εὐσεβῶς	I+Adv
ἢ	ἤ	ἤ (καί)	I+Part
τῆς	τῆς	ὁ	DET
ἡμῶν	ἡμῶν	ἡμεῖς	PRO+Per1p
ἁμαρτίας	ἁμαρτίας	ἁμαρτία	N+Com
ἑκάστου	ἑκάστου	ἕκαστος	PRO+Ind
τὸν	τόν	ὁ	DET
ἀόργητον	ἀόργητον	ἀόργητος	A
εἰς	εἰς	εἰς	I+Prep
ὀργὴν	ὀργήν	ὀργή	N+Com
καθ´	καθ´	κατά	I+Prep
ἡμῶν	ἡμῶν	ἡμεῖς	PRO+Per1p
κινησάσης,	κινησάσης	κινέω	V
παιδείαν	παιδείαν	παιδεία	N+Com
ἡμῖν	ἡμῖν	ἡμεῖς	PRO+Per1p
ἐπενεγκεῖν	ἐπενεγκεῖν	ἐπιφέρω	V
πταίουσιν	πταίουσιν	πταίω	V
〈ἀδι〉όρθωτα,	ἀδιόρθωτα	ἀδιόρθωτος	A
ἵνα	ἵνα	ἵνα	I+Conj
γοῦν	γοῦν	γοῦν	I+Part
ἑαυτῶν	ἑαυτῶν	ἑαυτοῦ	PRO+Ref3s
γενόμενοι	γενόμενοι	γίγνομαι	V
τοῦ	τοῦ	ὁ	DET
λοιποῦ	λοιποῦ	λοιπός	A
σωφρονήσωμεν.	σωφρονήσωμεν	σωφρονέω	V
Εἰ	εἰ	εἰ	I+Conj
δέ	δέ	δέ	I+Part
τις	τις	τις	PRO+Ind
τῶν	τῶν	ὁ	DET
πρὶν	πρίν	πρίν	I+Conj
ἀπομνημονεύων	ἀπομνημονεύων	ἀπομνημονεύω	V
χρόνων	χρόνων	χρόνος	N+Com
καὶ	καί	καί	I+Part
πάλιν	πάλιν	πάλιν	I+Adv
ἡμῖν	ἡμῖν	ἡμεῖς	PRO+Per1p
ἀντιλέγει	ἀντιλέγει	ἀντιλέγω	V
καὶ	καί	καί	I+Part
τῷ	τῷ	ὁ	DET
ποιμένι	ποιμένι	ποιμήν	N+Com
τὴν	τήν	ὁ	DET
αἰτίαν	αἰτίαν	αἰτία	N+Com
ἐπάγει	ἐπάγει	ἐπάγω	V
τοῖς	τοῖς	ὁ	DET
προδεδόσθαι	προδεδόσθαι	προδίδωμι	V
ἐθέλουσι	ἐθέλουσι	ἐθέλω	V
μὴ	μή	μή	I+Neg
τὰ	τά	ὁ	DET
ἴσα	ἴσα	ἴσος	A
φρονήσαντι	φρονήσαντι	φρονέω	V
καὶ	καί	καί	I+Part
βουλευσαμένῳ,	βουλευσαμένῳ	βουλεύω	V
μεμηνότος,	μεμηνότος	μαίνομαι (–ω)	V
οἶμαι,	οἶμαι	οἴομαι (–ω)	V
κέκτηται	κέκτηται	κτάομαι	V
λογισμούς.	λογισμούς	λογισμός	N+Com
Πρῶτον	πρῶτον	πρῶτος	NUM+Ord
μὲν	μέν	μέν	I+Part
γὰρ	γάρ	γάρ	I+Part
οὐ	οὐ	οὐ	I+Neg
τοῦ	τοῦ	ὁ	DET
σχήματος	σχήματος	σχῆμα	N+Com
τοῦ	τοῦ	ὁ	DET
ἀρχιερέως	ἀρχιερέως	ἀρχιερεύς	N+Com
στρατηγικῶν	στρατηγικῶν	στρατηγικός	A
πραγμάτων	πραγμάτων	πρᾶγμα	N+Com
ἀντιλαμβάνεσθαι	ἀντιλαμβάνεσθαι	ἀντιλαμβάνω	V
καὶ	καί	καί	I+Part
τὸν	τόν	ὁ	DET
μὲν	μέν	μέν	I+Part
τυραννικῶς	τυραννικῶς	τυραννικῶς	I+Adv
ἐξωθεῖν	ἐξωθεῖν	ἐξωθέω	V
τῆς	τῆς	ὁ	DET
ἀρχῆς,	ἀρχῆς	ἀρχή	N+Com
τὸν	τόν	ὁ	DET
δὲ	δέ	δέ	I+Part
ἀντεισάγειν	ἀντεισάγειν	ἀντεισάγω	V
καὶ	καί	καί	I+Part
πραγμάτων	πραγμάτων	πρᾶγμα	N+Com
πολλῶν	πολλῶν	πολύς	A
καὶ	καί	καί	I+Part
φόνου	φόνου	φόνος	N+Com
καὶ	καί	καί	I+Part
ζημιῶν,	ζημιῶν	ζημία	N+Com
τούτων	τούτων	οὗτος	PRO+Dem
δὴ	δή	δή	I+Part
τῶν	τῶν	ὁ	DET
ἐν	ἐν	ἐν	I+Prep
ταῖς	ταῖς	ὁ	DET
ἐναλλαγαῖς	ἐναλλαγαῖς	ἐναλλαγή	N+Com
τῶν	τῶν	ὁ	DET
ἀρχῶν	ἀρχῶν	ἀρχή	N+Com
συμβαινόντων,	συμβαινόντων	συμβαίνω	V
αἴτιον	αἴτιον	αἴτιον	N+Com
δείκνυσθαι.	δείκνυσθαι	δείκνυμι	V
Οὐ	οὐ	οὐ	I+Neg
γὰρ	γάρ	γάρ	I+Part
ἐπὶ	ἐπί	ἐπί	I+Prep
θρόνον	θρόνον	θρόνος	N+Com
αὐτὸν	αὐτόν	αὐτός	PRO+Dem
καθίζουσι	καθίζουσι	καθίζω	V
τυραννικόν,	τυραννικόν	τυραννικός	A
ἀλλ´	ἀλλ´	ἀλλά	I+Part
ἐπὶ	ἐπί	ἐπί	I+Prep
θρόνον	θρόνον	θρόνος	N+Com
ἱερατικὸν	ἱερατικόν	ἱερατικός	A
καὶ	καί	καί	I+Part
δεσπότου	δεσπότου	δεσπότης	N+Com
πραέος	πραέος	πραΰς	A
καὶ	καί	καί	I+Part
εἰρήνην	εἰρήνην	εἰρήνη	N+Com
διδάξαντος.	διδάξαντος	διδάσκω	V
Καὶ	καί	καί	I+Part
δεῖ	δεῖ	δέω (δεήσω)	V
τοῦτον	τοῦτον	οὗτος	PRO+Dem
ἐκ	ἐκ	ἐκ	I+Prep
παντὸς	παντός	πᾶς	A
τρόπου	τρόπου	τρόπος	N+Com
μιμεῖσθαι	μιμεῖσθαι	μιμέομαι	V
καὶ	καί	καί	I+Part
λόγοις	λόγοις	λόγος	N+Com
ἕ〈πεσθαι	ἕπεσθαι	ἕπομαι (–ω)	V
αὐτῷ〉	αὐτῷ	αὐτός	PRO+Dem
καὶ	καί	καί	I+Part
πράγμασιν.	πράγμασιν	πρᾶγμα	N+Com
Ἔπειτα	ἔπειτα	ἔπειτα	I+Adv
〈δὲ	δέ	δέ	I+Part
τί	τί	τίς	PRO+Int
τοῦτο〉,	τοῦτο	οὗτος	PRO+Dem
ὅπερ	ὅπερ	ὅσπερ	PRO+Rel
εἴργαστο;	εἴργαστο	ἐργάζομαι	V
Ὅτι	ὅτι	ὅτι	I+Conj
τοῖς	τοῖς	ὁ	DET
τοῦ	τοῦ	ὁ	DET
Θεοῦ	θεοῦ	θεός	N+Com
ν〈όμοις〉	νόμοις	νόμος	N+Com
ἐμμένειν	ἐμμένειν	ἐμμένω	V
παρῄνει	παρῄνει	παραινέω	V
καὶ	καί	καί	I+Part
τὴν	τήν	ὁ	DET
εὐσέβειαν	εὐσέβειαν	εὐσέβεια	N+Com
συνεβούλευε	συνεβούλευε	συμβουλεύω	V
μὴ	μή	μή	I+Neg
προέσθαι;	προέσθαι	προΐημι	V
Ὅτι	ὅτι	ὅτι	I+Conj
μὴ	μή	μή	I+Neg
κατεξανίστασθαι	κατεξανίστασθαι	κατεξανίσταμαι (–μι)	V
τῶν	τῶν	ὁ	DET
ἀρχόντων,	ἀρχόντων	ἄρχω	V
ἀλλὰ	ἀλλά	ἀλλά	I+Part
τούτους	τούτους	οὗτος	PRO+Dem
ὡς	ὡς	ὡς (ὅς)	I+Conj
ἐκ	ἐκ	ἐκ	I+Prep
Θεοῦ	θεοῦ	θεός	N+Com
προβληθέντας	προβληθέντας	προβάλλω	V
ἐδίδασκε	ἐδίδασκε	διδάσκω	V
στέργειν;	στέργειν	στέργω	V
Καὶ	καί	καί	I+Part
τί	τί	τίς	PRO+Int
γε	γε	γε	I+Part
ἄλλο	ἄλλο	ἄλλος	PRO+Ind
προσῆκεν	προσῆκεν	προσήκω	V
ἐκείνῳ	ἐκείνῳ	ἐκεῖνος	PRO+Dem
ψυχὰς	ψυχάς	ψυχή	N+Com
ἀνθρώπων	ἀνθρώπων	ἄνθρωπος	N+Com
πρὸς	πρός	πρός	I+Prep
Θεοῦ	θεοῦ	θεός	N+Com
πιστευθέντι;	πιστευθέντι	πιστεύω	V
Ὅμως	ὅμως	ὅμως	I+Part
ἐκεῖνος	ἐκεῖνος	ἐκεῖνος	PRO+Dem
καὶ	καί	καί	I+Part
οὕτως	οὕτως	οὕτως	I+Adv
ἔχων,	ἔχων	ἔχω	V
ἐφ´	ἐφ´	ἐπί	I+Prep
ἑκάστου	ἑκάστου	ἕκαστος	PRO+Ind
σχεδὸν	σχεδόν	σχεδόν	I+Adv
ἔτους	ἔτους	ἔτος	N+Com
ἠξίου	ἠξίου	ἀξιόω	V
τὴν	τήν	ὁ	DET
πόλιν	πόλιν	πόλις	N+Com
ἀπολιπεῖν	ἀπολιπεῖν	ἀπολείπω	V
καὶ	καί	καί	I+Part
πρὸς	πρός	πρός	I+Prep
τὴν	τήν	ὁ	DET
ἐνεγκαμένην	ἐνεγκαμένην	φέρω	V
γενέσθαι,	γενέσθαι	γίγνομαι	V
ἴσως	ἴσως	ἴσως	I+Adv
ἵν´	ἵν´	ἵνα	I+Conj
ἡμεῖς	ἡμεῖς	ἡμεῖς	PRO+Per1p
ὑπὲρ	ὑπέρ	ὑπέρ	I+Prep
ἑαυτῶν	ἑαυτῶν	ἑαυτοῦ	PRO+Ref3s
φροντίσωμεν.	φροντίσωμεν	φροντίζω	V
Ἀλλ´	ἀλλ´	ἀλλά	I+Part
οὐδ´	οὐδ´	οὐδέ	I+Part
οὕτως	οὕτως	οὕτως	I+Adv
ἠνείχεσθε.	ἠνείχεσθε	ἀνέχω	V
Οὕτω	οὕτω	οὕτως	I+Adv
γνώμης	γνώμης	γνώμη	N+Com
τινὲς	τινες	τις	PRO+Ind
τετυχήκεσαν	τετυχήκεσαν	τυγχάνω	V
πρὸς	πρός	πρός	I+Prep
πᾶν	πᾶν	πᾶς	A
ὁτιοῦν	ὁτιοῦν	ὁστισοῦν	PRO+Rel
τὸ	τό	ὁ	DET
τρεπτὸν	τρεπτόν	τρεπτός	A
κεκτημένης	κεκτημένης	κτάομαι	V
καὶ	καί	καί	I+Part
συμμεταβαλλομένης	συμμεταβαλλομένης	συμμεταβάλλω	V
τοῖς	τοῖς	ὁ	DET
καιροῖς	καιροῖς	καιρός	N+Com
καὶ	καί	καί	I+Part
τοῖς	τοῖς	ὁ	DET
πράγμασιν.	πράγμασιν	πρᾶγμα	N+Com
Ἀλλ´	ἀλλ´	ἀλλά	I+Part
οἱ	οἱ	ὁ	DET
μὲν	μέν	μέν	I+Part
τὰ	τά	ὁ	DET
τοιαῦτα	τοιαῦτα	τοιοῦτος	PRO+Dem
λέγειν	λέγειν	λέγω	V
ὁρμώμενοι	ὁρμώμενοι	ὁρμάω	V
λογίσαιντο	λογίσαιντο	λογίζομαι	V
ποτε	ποτε	ποτέ	I+Adv
ἡμεῖς	ἡμεῖς	ἡμεῖς	PRO+Per1p
δὲ	δέ	δέ	I+Part
τῶν	τῶν	ὁ	DET
προκειμένων	προκειμένων	πρόκειμαι	V
ἐχώμεθα.]	ἐχώμεθα	ἔχω	V
Πρῶτον	πρῶτον	πρῶτος	NUM+Ord
καὶ	καί	καί	I+Part
δεύτερον	δεύτερον	δεύτερος	NUM+Ord
ὁ	ὁ	ὁ	DET
Μουράτης	μουράτης	Μουράτης	N+Ant
πεπραχώς,	πεπραχώς	πράσσω	V
ὅπερ	ὅπερ	ὅσπερ	PRO+Rel
εἰρήκειμεν,	εἰρήκειμεν	ἐρῶ	V
καὶ	καί	καί	I+Part
γράμματα	γράμματα	γράμμα	N+Com
τοῖς	τοῖς	ὁ	DET
βέλεσι	βέλεσι	βέλος	N+Com
πεπομφὼς	πεπομφώς	πέμπω	V
ἐντὸς	ἐντός	ἐντός	I+AdvPr
πλεῖστα,	πλεῖστα	πλείων	A
τοῖς	τοῖς	ὁ	DET
αὐτοῖς	αὐτοῖς	αὐτός	PRO+Dem
ὅρκοις	ὅρκοις	ὅρκος	N+Com
καὶ	καί	καί	I+Part
ταῦτα	ταῦτα	οὗτος	PRO+Dem
συνδούμενα	συνδούμενα	συνδέω (–δήσω)	V
καὶ	καί	καί	I+Part
τὰ	τά	ὁ	DET
αὐτὰ	αὐτά	αὐτός	PRO+Dem
διαγγέλλοντα.	διαγγέλλοντα	διαγγέλλω	V
Ὡς	ὡς	ὡς (ὅς)	I+Conj
ἤνυε	ἤνυε	ἀνύω	V
πλέον	πλέον	πλείων	A
οὐδὲν	οὐδέν	οὐδείς	PRO+Ind
(οὐ	οὐ	οὐ	I+Neg
γὰρ	γάρ	γάρ	I+Part
ἐξῆν	ἐξῆν	ἔξειμι (εἰμί)	V
βουλομένοις	βουλομένοις	βούλομαι	V
τοῖς	τοῖς	ὁ	DET
ἐν	ἐν	ἐν	I+Prep
τῇ	τῇ	ὁ	DET
πόλει	πόλει	πόλις	N+Com
τῷ	τῷ	ὁ	DET
τῶν	τῶν	ὁ	DET
Λατίνων	λατίνων	Λατῖνος η ον	A
δέει	δέει	δέος	N+Com
καὶ	καί	καί	I+Part
μάλιστα	μάλιστα	μάλα	I+Adv
τῶν	τῶν	ὁ	DET
συμπαρισταμένων	συμπαρισταμένων	συμπαρίστημι	V
αὐτοῖς	αὐτοῖς	αὐτός	PRO+Dem
ἐπὶ	ἐπί	ἐπί	I+Prep
φυλακῇ	φυλακῇ	φυλακή	N+Com
λῃστῶν,	λῃστῶν	λῃστής	N+Com
τῇ	τῇ	ὁ	DET
σφῶν	σφῶν	σφεῖς	PRO+Per3p
ἀδεῶς	ἀδεῶς	ἀδεῶς	I+Adv
χρήσασθαι	χρήσασθαι	χράομαι (–άω)	V
γνώμῃ),	γνώμῃ	γνώμη	N+Com
τρέπεται	τρέπεται	τρέπω	V
τότ´	τότ´	τότε	I+Adv
ἐξ	ἐξ	ἐκ	I+Prep
ἀνάγκης	ἀνάγκης	ἀνάγκη	N+Com
ἐπὶ	ἐπί	ἐπί	I+Prep
τὸ	τό	ὁ	DET
πολεμεῖν,	πολεμεῖν	πολεμέω	V
οὐδὲ	οὐδέ	οὐδέ	I+Part
τότε	τότε	τότε	I+Adv
τοσοῦτον	τοσοῦτον	τοσοῦτος	PRO+Dem
ἀπὸ	ἀπό	ἀπό	I+Prep
τῆς	τῆς	ὁ	DET
ἀπειθείας	ἀπειθείας	ἀπείθεια	N+Com
τῶν	τῶν	ὁ	DET
ἔνδον	ἔνδον	ἔνδον	I+AdvPr
καὶ	καί	καί	I+Part
τῆς	τῆς	ὁ	DET
ἐνστάσεως	ἐνστάσεως	ἔνστασις	N+Com
ὅσον	ὅσον	ὅσος	PRO+Rel
ἐκ	ἐκ	ἐκ	I+Prep
τούτου.	τούτου	οὗτος	PRO+Dem
Ὁλκὰς	ὁλκάς	ὁλκάς	N+Com
ἐφάνη	ἐφάνη	φαίνω	V
τις	τις	τις	PRO+Ind
ἐξαπίνης	ἐξαπίνης	ἐξαπίνης	I+Adv
Λατινικὴ	λατινική	Λατινικός	A
σῖτον	σῖτον	σῖτος	N+Com
ἔχουσα	ἔχουσα	ἔχω	V
φόρτον	φόρτον	φόρτος	N+Com
καὶ	καί	καί	I+Part
κομίζουσα	κομίζουσα	κομίζω	V
τοῦτον	τοῦτον	οὗτος	PRO+Dem
ἐν	ἐν	ἐν	I+Prep
τῇ	τῇ	ὁ	DET
πόλει	πόλει	πόλις	N+Com
χρῃζούσῃ.	χρῃζούσῃ	χρῄζω (χρή)	V
Οἱ	οἱ	ὁ	DET
δ´	δ´	δέ	I+Part
ὑπετόπασαν	ὑπετόπασαν	ὑποτοπάζω	V
ταύτην	ταύτην	οὗτος	PRO+Dem
ἰδόντες	ἰδόντες	ὁράω	V
συμμάχους	συμμάχους	σύμμαχος	A
ἔχειν	ἔχειν	ἔχω	V
καὶ	καί	καί	I+Part
ὅπλα	ὅπλα	ὅπλον	N+Com
διὰ	διά	διά	I+Prep
τὸν	τόν	ὁ	DET
πόλεμον	πόλεμον	πόλεμος	N+Com
καὶ	καί	καί	I+Part
δεδιότες	δεδιότες	δείδω	V
τὴν	τήν	ὁ	DET
ἧτταν,	ἧτταν	ἧσσα	N+Com
συμμαχίας	συμμαχίας	συμμαχία	N+Com
ἐπὶ	ἐπί	ἐπί	I+Prep
τὴν	τήν	ὁ	DET
πόλιν	πόλιν	πόλις	N+Com
ἐλθούσης,	ἐλθούσης	ἔρχομαι	V
ὅλῃ	ὅλῃ	ὅλος	A
δεῖν	δεῖν	δέω (δεήσω)	V
ᾤοντο	ᾤοντο	οἴομαι (–ω)	V
χρήσασθαι	χρήσασθαι	χράομαι (–άω)	V
τῇ	τῇ	ὁ	DET
τούτων	τούτων	οὗτος	PRO+Dem
δυνάμει	δυνάμει	δύναμις	N+Com
καὶ	καί	καί	I+Part
περὶ	περί	περί	I+Prep
τὰ	τά	ὁ	DET
πολεμικὰ	πολεμικά	πολεμικός	A
τέχνῃ	τέχνῃ	τέχνη	N+Com
πρὶν	πρίν	πρίν	I+Conj
τὴν	τήν	ὁ	DET
ὁλκάδα	ὁλκάδα	ὁλκάς	N+Com
καθορμισθῆναι.	καθορμισθῆναι	καθορμίζω	V
Μικρὸν	μικρόν	μικρός	A
μὲν	μέν	μέν	I+Part
οὖν	οὖν	οὖν	I+Part
πρότερον,	πρότερον	πρότερος	A
ὅτε	ὅτε	ὅτε	I+Conj
καὶ	καί	καί	I+Part
τοὺς	τούς	ὁ	DET
κήρυκας	κήρυκας	κῆρυξ	N+Com
ἔπεμπεν,	ἔπεμπεν	πέμπω	V
ὑπεισερχόμενοι	ὑπεισερχόμενοι	ὑπεισέρχομαι	V
τὸ	τό	ὁ	DET
προτείχισμα	προτείχισμα	προτείχισμα	N+Com
μέρος	μέρος	μέρος	N+Com
τῶν	τῶν	ὁ	DET
πολεμούντων	πολεμούντων	πολεμέω	V
ἀωρὶ	ἀωρί	ἀωρί	I+Adv
τῶν	τῶν	ὁ	DET
νυκτῶν	νυκτῶν	νύξ	N+Com
καὶ	καί	καί	I+Part
τοῦθ´	τοῦθ´	οὗτος	PRO+Dem
ὑπορύττοντες	ὑπορύττοντες	ὑπορύσσω	V
ἐν	ἐν	ἐν	I+Prep
ἀδείᾳ	ἀδείᾳ	ἄδεια (δέος)	N+Com
(οὔτε	οὔτε	οὔτε	I+Part
γὰρ	γάρ	γάρ	I+Part
ἐπ´	ἐπ´	ἐπί	I+Prep
αὐτῷ	αὐτῷ	αὐτός	PRO+Dem
φύλακες	φύλακες	φύλαξ	N+Com
ἦσαν,	ἦσαν	εἰμί	V
οὐκ	οὐκ	οὐ	I+Neg
ἀρκούντων	ἀρκούντων	ἀρκέω	V
τῶν	τῶν	ὁ	DET
ἔνδον,	ἔνδον	ἔνδον	I+AdvPr
οὔτ´	οὔτ´	οὔτε	I+Part
ἐξωθεῖν	ἐξωθεῖν	ἐξωθέω	V
αὐτοὺς	αὐτούς	αὐτός	PRO+Dem
εἶχεν	εἶχεν	ἔχω	V
οὐδεὶς	οὐδείς	οὐδείς	PRO+Ind
οὐδ´	οὐδ´	οὐδέ	I+Part
ὁπωσοῦν,	ὁπωσοῦν	ὁπωσοῦν	I+Adv
τούτου	τούτου	οὗτος	PRO+Dem
προβεβλημένου)	προβεβλημένου	προβάλλω	V
πολλὰ	πολλά	πολύς	A
τούτου	τούτου	οὗτος	PRO+Dem
κατέσπασαν	κατέσπασαν	κατασπάω	V
εἰς	εἰς	εἰς	I+Prep
ἔδαφος	ἔδαφος	ἔδαφος	N+Com
μέρη,	μέρη	μέρος	N+Com
ὥστ´	ὥστ´	ὥστε	I+Conj
ἔχειν	ἔχειν	ἔχω	V
εἰσιέναι	εἰσιέναι	εἴσειμι (εἶμι)	V
παμπληθεῖς	παμπληθεῖς	παμπληθής	A
